,tweet,class
3672,need bad bitch thats hotter might realist shit partynextdoor ever said thats feelin everyday,1
3673,amo hangs,2
3674,reason u look like anthony davis eyebrows fuck niggers act different girls arounds,0
3675,overpriced complete trash even debatable,2
3676,cant fit small ass street sonbitch know happen last time onyur st,1
3677,b oreo stuntcome thru,2
3678,thought would think cuteyou know like shut clam minutes dunce,2
3679,dare one bag dat folks suckin comes yo partayyyy da ofay wantin ride eldorato,2
3680,toto means ass vaginai think pussy cause toto santi like nasty pussy,1
3681,jigaboos aka homewreckers needs get blocked,0
3682,holy shit freddie highmore charlie chocolate factory rolls floor laughing,1
3683,bitch talking u stfu get page oh bitch nigga u bout life,0
3684,nudes trash gotta draw clothes back send em back,1
3685,buys tattoo wife girl bitch,1
3686,niggah niggah niggah dont believe wacthh,0
3687,trash smh game rigged bumgarner took roids,2
3688,like worst lyrics post beautiful dont know theyre talking trash,2
3689,dawg trash momma got charged littering dropped school,2
3690,im sure bitch frfr tf,1
3691,mondays whole lot better youre driving vehicle white pussy uhhh get ya,1
3692,remake granny dcyoungfly dirtymoney teamignat hoodcomedy damn bitch bab thats big,1
3693,gay ass nigga bitch thought thought,0
3694,rt get fucked racist inbred hillbilly fuck,0
3695,nigger,0
3696,early bird gets worm tomcat,2
3697,find funny fags write looking bf grindr ap lol thats fucking ap dumbass,0
3698,taking franks advice ate yellow snow,2
3699,sum wrong pussy sweetssmh,1
3700,yall fucking coons,1
3701,try smash pussy stank,1
3702,made interview bitch finessed huh lol,1
3703,dyke bitches kill thinkin really got hoes lol,0
3704,u sorry give racist platform w trash language dana ur intvw kindergarten level,2
3705,rt dead rt ur fuckin pussy stank u really good friends ht,0
3706,birthday weekend starts today shut yo hoe ass,1
3707,happy happy helloween helloween whoa oh whoa ho,2
3708,fag got pressed ground hang cleats n never put back think,2
3709,hate black people try white bad nigger,0
3710,believe fuckin punk nigga bitch,0
3711,kobe stay talking trash lets forget meant one smh,1
3712,saw girl scratch private today mean dont fuck right pussy,1
3713,wrong get bitch started talking shit yes,1
3714,money impress simple broke bitches,1
3715,gayer faggots bed together,0
3716,pussy sweet like watermelon thotermelon,1
3717,wet say trav see got hoes cali send money,1
3718,hoe ass nigga,0
3719,como se llama el nio ms delgado de japn yocomo poko gino,1
3720,shy glizzy,2
3721,bet hes starbucks queer,0
3722,bae sounds like ghetto word use something else,2
3723,fuck fag,0
3724,lbs aint thick bitch fucking warthog,1
3725,ready blow bitch rellos,1
3726,nationalcatday sure celebrate billion bird deaths blame climatechange fuckin commies,1
3727,rt gt tragedy smh rt niggas dont know throw dirt name pussy h,0
3728,fuck pussy ass hater go suck dick die quick someone youtube comments think wed good friends,0
3729,using ymxb find slope ass,1
3730,one loyal female wayyyyy better hoes idc,1
3731,rt fuck michelle obama monkey doesnt belong white house,0
3732,fucking gay faggot look gay ass pink shirt haha,0
3733,cheers dude might nip town theeditors vinyl musicmatters,2
3734,dont love hoes baby forever,1
3735,certainlt paddies,2
3736,swear see snow tomorrow bruhh sound like basic white bitch,1
3737,nig fun watch got admit ebola boy speak broken spanish lol,0
3738,cant blow bubbles whistle im basically retarded,0
3739,didnt really one aware yankees always loved dodgers uniform,2
3740,say bitch bad woman good lady better lupe,1
3741,mayweather pussy hes winning cus picks fight picks nobody fighters fightpacquiao,0
3742,nigglet,0
3743,call radical muslims niggers fitting racist racist anyone hates america,0
3744,hate people tell many tattoos make look ugly like bitch fuck,0
3745,dubya hates todays teabagger movement,2
3746,nope super chocolatey yummy brownies,2
3747,fuck fuck stupid cheating bitch go lick dick die ur stupid nigger bitch,0
3748,impressed anybody could chug smirnoff ice quickly,2
3749,cinco shit harder fucc niggayee fucc wit rich homie cuz dats ya homeboy fucc nicca,1
3750,youre little bitch rt rt team got blown super bowl,0
3751,lmao rt u live wit ya girl u dishes u faggot,0
3752,rt got called faggot buying girl toms im gonna fuck person ass,0
3753,hate girls get drunk amp dont turn hoes fvckin waste alcohol,1
3754,mary asked said part eat whiteyou throw yellow away,2
3755,pornandroidiphoneipadsexxxx erotic erotic wild tits pussy fucking,1
3756,im bitch like lol sorry sorry tried give hint didnt want speak idc,1
3757,oh bitch midy must crazy,1
3758,bird hats gt every hat,2
3759,pornandroidiphoneipadsexxxx facial blonde tranny whore gets rammed facialized,1
3760,bitch watch fucking mouth dirty whore swear god thats thin line,0
3761,every cartoon alway saving hoes lmao lmao damn captain saveahoe,1
3762,rt faggit bitch tried say hoed hd bearfaced bitch yusa fag,0
3763,guys dont get evolution share common ancestor apes,2
3764,im literally laughing shock amazement joy injust everything everything pop champagne american queers arrived,0
3765,hes still pogue though,2
3766,id hate feeling like faggot punk ass hoe,0
3767,girls take snap backs beanies lol thats dollars hat ax beanies dont let take,2
3768,im trash talker brah im polite diplomatic court,2
3769,diversity chcgo blck pstr flooded w dth threats ovr endorsement gop candidate u sellout uncle tom ass ngger,0
3770,since hoser hi,2
3771,btw happy birthday charlie get better soon,2
3772,lmao fucking snake bitches em,1
3773,pig bird,2
3774,homeless dog living trash pile gets rescued something amazing please share via,2
3775,met pussy ocean dr gave pussy pill,1
3776,ugly dyke,0
3777,faggots merely scientific indicator something wronggt celebrate unique indiviuals cancergt,0
3778,rt niggaz get free pussy bounce beats alone,1
3779,batter wee cunt jewis cos fucked ex emma isnt battering girls ive nailedive moved onstop pussy n urself,1
3780,lets forget fact everyone mother yellow fever,2
3781,chburashka sure gets nitpicky russian monkeybear thing sometimes doesnt,2
3782,hahahaha bitch make fall love,1
3783,al qaedas market share dropping faster viacom amp enron jihadi stock market,2
3784,bostons jihadi nest student arm muslim brotherhood joe america via,2
3785,pussy licking pussy meow meow stopwhitepeople,1
3786,peace fags remember im best lux support na drop lustboy pick kakao tsm,0
3787,hgwells charlie chaplin history photography,2
3788,state gook,0
3789,entire pats bandwagon theyre faggots,0
3790,fruit modern yankees farm system joba nut,2
3791,soon democrat gets chance political hack foxnews goes commercial back bolton lmao teabaggers benghazi,2
3792,agreed rt badd ones idkmixxed bitches really tho,1
3793,word ur decisions include anchor feather infinity sign bird,2
3794,cant trust niggas come bitches,0
3795,isnt green one either theres red yellow pic,2
3796,yall whitey gots pay fo da preparations,0
3797,want cheesy bread brownies,2
3798,almost half north american bird species threatened climate change climate environment,2
3799,fucking redneck queers game invites,0
3800,rt muslims military honour whatsoever sub human savages slaughter unarmed men women amp children http,0
3801,wasnt work place id deck aye fucking right id give tyson combo nd end uppercut shut fuck bitch,1
3802,high birds planes peers,2
3803,best asian massage brooklyn park slope top rated spa,2
3804,bitches want baby dont want children,1
3805,whatwouldyouchangeaboutyourpast hoes wasted time,1
3806,fucking hoes nigga dont dumby,0
3807,whatever good one abraham lincoln quote yall hoes,1
3808,chase god damn faggot,0
3809,beyonce amp kim kardashian problem sucking mans dick average looking broke bitches shouldnt neither,1
3810,youre fucking faggot,0
3811,someone recently told local yokel going use twitter account damage yeah,2
3812,ewww said last sundayas last sunday read nigs,1
3813,sounds like good idea want word spread jews niggers commies alike,0
3814,yall big braid gelled baby hair havin bitches look like dashiki dont menace discussion,1
3815,plus sheryl crow,2
3816,rt girl guy mom dad im butch dyke,0
3817,rt jessica im afraid slit throat tomorrow,0
3818,many lil niggas tl boosie got hoes,1
3819,ewwww nips def perfect,2
3820,tracy morgan sad comparison come try dwight howard accurate stupid monkey,2
3821,live gay cant afraid two black dicks butt fucking queer,0
3822,starts making monkey faces behind,2
3823,eagles fuck around amp lose itll kill cracker sophi crib smfh,0
3824,askdems arent embarrassed charlie rangel remains caucus,2
3825,wouldnt share wave trash cans,2
3826,everybody loves dej loaf cause thats wifey fuck kaya dats bitch,1
3827,minute red n yellow rent signs go reg ppl start selling n move,2
3828,bitch youre hobbit need let know right,1
3829,bigots demand recount idaho gay rights ordinance referendum tcot teaparty teabaggers lgbt,2
3830,rt ew shes ugly hoe,0
3831,ok chill love bird lol,2
3832,time dump another diet coke trash,2
3833,shoutout everybody follow nicca,1
3834,fuck fucking faggot ass randos even find zoes ask account,0
3835,woaaaahh coat though lolnigga warm hoe,1
3836,rt dont get drafted squad gonna problems drop faggot jesus,0
3837,oz arizonas trash,2
3838,lads lads fuck yeah love scally lad action hot trainers,1
3839,man bitch gonna damn thang u dont like got say unfollow,0
3840,shut stupid bitch,0
3841,im jus tryna vaca away niggers bro,0
3842,bandana orian called trailer trash wearing lil country getup,2
3843,though really hoe really u dummy taking pic,1
3844,fans waited bitch niggas hated old hoes dated look mama,1
3845,stfu u ugly dyke,0
3846,maybe call hootie back dont answer anymore still crows,2
3847,pornandroidiphoneipadsexxxx oldyoung german milf getting young old cock pussy,1
3848,day unblock become man wont happen bitch lol,1
3849,thirsty giants always like ho ho ho,2
3850,well since blood get g pass time wont tell wop lyric situation,2
3851,blessjesus amos two walk together except agreed,2
3852,niggas retarded lmfaoo,0
3853,people historically called white trash called reason theyre white trash truth hurts,0
3854,yung nakalagay sa second page ng handout na may closed ended questions etc tapos lalagay sa yellow pad,2
3855,pussy cat lounge killin girlz,2
3856,everyone calls b like oh wassup b like wassup niggah,0
3857,real rt rt rt rt dont tell gf hoe im happy,1
3858,retarded ignore harlem shake fad hope goes away soon,2
3859,insecure much put insults one tweet fucking dumbass dude id wreck faggot,0
3860,dryer bad ass eyes fag,0
3861,niggaz bitches hiding behind gangs aint,1
3862,call cock blocking faggot,0
3863,bitches want ah nigga,1
3864,hoes aint loyal would know cause im hoe fans damn sure real,1
3865,trash,2
3866,rt ill kill bitch hesitation,0
3867,people grow vegetables nothing common peasant trash,0
3868,im guessing players talking trash,2
3869,acid yellow,2
3870,dont take advantage nice person hoes everyjuan,1
3871,hey youre nigger racismisaliveandwellbro learn blacks league conduct,0
3872,going back school sucks dick hoes attend,1
3873,pornandroidiphoneipadsexxxx anal blonde tranny ass fucked,1
3874,one isnt anglosaxon protestant right alive us none foreign filth,0
3875,rt ray j perfect example happens give lame nigga pussy,0
3876,twitter hacked im pussy admit said want act like never said,1
3877,rt horrible rt invader zim trash,0
3878,rt deleting pic realized dike back ground dressed like nigga wedges bitch im http,0
3879,bitches love sosa,1
3880,east current location eastfacing slope dry side dry place,2
3881,unbelievable americans refused kill okies means americans weak willed trash,0
3882,negative slopes aka chart grades math,2
3883,slushes hoes nasty anyway famthem hoes taste like meds,1
3884,rt hate hoe ass people,0
3885,dc call rollers chiraq call thots across america known hoe,1
3886,maybe wants friend maybe shes stupid bitch never know make cum,1
3887,theyre goooood want like savoury salty cheesy cracker,2
3888,lmfaoooo hate black people theres black people niggers,0
3889,anybody gets traded straight brandon knight trash,1
3890,chug pee,2
3891,peckin order white christian colored porto ricans arab jews donts know axin,0
3892,rt means youre faggot lol,0
3893,lemme throw hows tranny,2
3894,gone dog ran coon transformer pole picked one shotand still electricity,2
3895,niggah know wassup,0
3896,nobody wants bum except bum bitches,1
